NUMBER, DRIVER_NUMBER, LAP_NUMBER,LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,PIT_TIME,GROUP,TEAM,POWER,LOCATION,EVENT,S1 minutes,S1 seconds,S2 minutes,S2 seconds,S3 minutes,S3 seconds,ELAPSED minutes,ELAPSED seconds,minutes,seconds,S1 Large minutes,S1 Large seconds,S2 Large minutes,S2 Large seconds,S3 Large minutes,S3 Large seconds,PIT_TIME Large minutes,PIT_TIME Large seconds
37,1,18,84,0,Not Available,00:34.01,0,00:45.094,0,00:58.173,0,88.6,46:53.2,46:53.2,00:34.0,00:45.1,00:58.2,N,00:00.00,0.0,EA,250.0,Location 2,Free Practice 1,0,34.01,0,45.094,0,58.173,46,53.2,46,53.2,0,34.0,0,45.1,0,58.2,0,0.0
4,1,1,82,0,Not Available,00:59.449,0,00:41.621,0,00:49.811,0,80.6,02:30.9,02:30.9,00:59.4,00:41.6,00:49.8,RFRI,00:25.1,0.0,EF,245.27729934550464,Location 2,Free Practice 1,0,59.449,0,41.621,0,49.811,2,30.9,2,30.9,0,59.4,0,41.6,0,49.8,0,25.1
4,1,2,69,0,Not Available,00:28.009,0,00:35.898,0,00:52.641,0,104.4,04:27.4,04:27.4,00:28.0,00:35.9,00:52.6,RFRI,00:00.00,0.0,EF,245.27729934550464,Location 2,Free Practice 1,0,28.009,0,35.898,0,52.641,4,27.4,4,27.4,0,28.0,0,35.9,0,52.6,0,0.0
4,1,3,72,0,Not Available,00:55.928,0,00:35.968,0,00:48.5,0,86.7,06:47.8,06:47.8,00:55.9,00:36.0,00:48.5,RFRI,00:00.00,0.0,EF,245.27729934550464,Location 2,Free Practice 1,0,55.928,0,35.968,0,48.5,6,47.8,6,47.8,0,55.9,0,36.0,0,48.5,0,0.0
4,1,4,183,0,Not Available,00:26.911,0,00:34.849,0,00:44.24,0,114.8,08:33.8,08:33.8,00:26.9,00:34.8,00:44.2,RFRI,00:00.00,0.0,EF,245.27729934550464,Location 2,Free Practice 1,0,26.911,0,34.849,0,44.24,8,33.8,8,33.8,0,26.9,0,34.8,0,44.2,0,0.0
4,1,5,70,0,Not Available,00:26.913,0,00:34.854,0,00:43.974,0,115.1,10:19.6,10:19.6,00:26.9,00:34.9,00:44.0,RFRI,00:00.00,0.0,EF,245.27729934550464,Location 2,Free Practice 1,0,26.913,0,34.854,0,43.974,10,19.6,10,19.6,0,26.9,0,34.9,0,44.0,0,0.0
4,1,6,101,0,Not Available,00:26.756,0,00:34.888,0,00:44.433,0,114.7,12:05.6,12:05.6,00:26.8,00:34.9,00:44.4,RFRI,00:00.00,0.0,EF,245.27729934550464,Location 2,Free Practice 1,0,26.756,0,34.888,0,44.433,12,5.6,12,5.6,0,26.8,0,34.9,0,44.4,0,0.0
4,1,7,103,0,Not Available,00:27.264,0,00:34.736,0,00:43.583,0,115.2,13:51.2,13:51.2,00:27.3,00:34.7,00:43.6,RFRI,00:00.00,0.0,EF,245.27729934550464,Location 2,Free Practice 1,0,27.264,0,34.736,0,43.583,13,51.2,13,51.2,0,27.3,0,34.7,0,43.6,0,0.0
4,1,8,123,0,Not Available,00:26.981,0,00:37.643,0,00:55.894,0,101.0,15:51.7,15:51.7,00:27.0,00:37.6,00:55.9,RFRI,00:00.00,0.0,EF,245.27729934550464,Location 2,Free Practice 1,0,26.981,0,37.643,0,55.894,15,51.7,15,51.7,0,27.0,0,37.6,0,55.9,0,0.0
4,1,9,68,0,Not Available,00:26.08,0,00:33.919,0,00:42.76,0,118.4,17:34.5,17:34.5,00:26.1,00:33.9,00:42.8,RFRI,00:00.00,0.0,EF,245.27729934550464,Location 2,Free Practice 1,0,26.08,0,33.919,0,42.76,17,34.5,17,34.5,0,26.1,0,33.9,0,42.8,0,0.0
4,1,10,85,0,B,00:26.299,0,00:35.043,0,00:49.636,0,109.6,19:25.5,19:25.5,00:26.3,00:35.0,00:49.6,RFRI,00:00.00,0.0,EF,245.27729934550464,Location 2,Free Practice 1,0,26.299,0,35.043,0,49.636,19,25.5,19,25.5,0,26.3,0,35.0,0,49.6,0,0.0
4,1,11,98,0,Not Available,06:06.9,0,00:38.443,0,00:45.805,0,27.0,26:56.7,26:56.7,06:06.9,00:38.4,00:45.8,RFRI,05:35.2,0.0,EF,245.27729934550464,Location 2,Free Practice 1,6,6.9,0,38.443,0,45.805,26,56.7,26,56.7,6,6.9,0,38.4,0,45.8,5,35.2
4,1,12,102,0,Not Available,00:27.856,0,00:35.233,0,00:48.026,0,109.5,28:47.8,28:47.8,00:27.9,00:35.2,00:48.0,RFRI,00:00.00,0.0,EF,235.0,Location 2,Free Practice 1,0,27.856,0,35.233,0,48.026,28,47.8,28,47.8,0,27.9,0,35.2,0,48.0,0,0.0
4,1,13,77,0,Not Available,00:25.317,0,00:32.888,0,00:41.856,0,121.6,30:27.8,30:27.8,00:25.3,00:32.9,00:41.9,RFRI,00:00.00,0.0,EF,250.0,Location 2,Free Practice 1,0,25.317,0,32.888,0,41.856,30,27.8,30,27.8,0,25.3,0,32.9,0,41.9,0,0.0
4,1,14,68,0,Not Available,00:28.647,0,00:38.047,0,00:48.218,0,105.9,32:22.7,32:22.7,00:28.6,00:38.0,00:48.2,RFRI,00:00.00,0.0,EF,245.27729934550464,Location 2,Free Practice 1,0,28.647,0,38.047,0,48.218,32,22.7,32,22.7,0,28.6,0,38.0,0,48.2,0,0.0
4,1,15,71,0,B,00:25.992,0,00:33.571,0,00:48.488,0,112.6,34:10.8,34:10.8,00:26.0,00:33.6,00:48.5,RFRI,00:00.00,0.0,EF,245.27729934550464,Location 2,Free Practice 1,0,25.992,0,33.571,0,48.488,34,10.8,34,10.8,0,26.0,0,33.6,0,48.5,0,0.0
4,1,16,89,0,Not Available,07:03.1,0,00:35.718,0,00:44.773,0,24.2,42:34.4,42:34.4,07:03.1,00:35.7,00:44.8,RFRI,06:33.8,0.0,EF,245.27729934550464,Location 2,Free Practice 1,7,3.1,0,35.718,0,44.773,42,34.4,42,34.4,7,3.1,0,35.7,0,44.8,6,33.8
4,1,17,88,0,Not Available,00:27.125,0,00:38.141,0,00:44,0,111.4,44:23.7,44:23.7,00:27.1,00:38.1,00:44.0,RFRI,00:00.00,0.0,EF,250.0,Location 2,Free Practice 1,0,27.125,0,38.141,0,44.0,44,23.7,44,23.7,0,27.1,0,38.1,0,44.0,0,0.0
4,1,18,68,2,Not Available,00:24.991,2,00:32.481,2,00:41.559,2,122.9,46:02.7,46:02.7,00:25.0,00:32.5,00:41.6,RFRI,00:00.00,0.0,EF,250.0,Location 2,Free Practice 1,0,24.991,0,32.481,0,41.559,46,2.7,46,2.7,0,25.0,0,32.5,0,41.6,0,0.0
48,1,1,80,0,Not Available,01:18.0,0,00:39.811,0,00:49.64,0,72.7,02:47.4,02:47.4,01:18.0,00:39.8,00:49.6,EMORT,00:42.1,0.0,ROKo,245.27729934550464,Location 2,Free Practice 1,1,18.0,0,39.811,0,49.64,2,47.4,2,47.4,1,18.0,0,39.8,0,49.6,0,42.1
48,1,2,91,0,Not Available,00:27.964,0,00:36.172,0,01:02.3,0,96.2,04:53.8,04:53.8,00:28.0,00:36.2,01:02.3,EMORT,00:00.00,0.0,ROKo,245.27729934550464,Location 2,Free Practice 1,0,27.964,0,36.172,1,2.3,4,53.8,4,53.8,0,28.0,0,36.2,1,2.3,0,0.0
48,1,3,72,0,Not Available,00:40.999,0,00:35.744,0,00:48.743,0,97.0,06:59.3,06:59.3,00:41.0,00:35.7,00:48.7,EMORT,00:00.00,0.0,ROKo,245.27729934550464,Location 2,Free Practice 1,0,40.999,0,35.744,0,48.743,6,59.3,6,59.3,0,41.0,0,35.7,0,48.7,0,0.0
48,1,4,110,0,Not Available,00:27.111,0,00:34.875,0,00:43.502,0,115.3,08:44.8,08:44.8,00:27.1,00:34.9,00:43.5,EMORT,00:00.00,0.0,ROKo,245.27729934550464,Location 2,Free Practice 1,0,27.111,0,34.875,0,43.502,8,44.8,8,44.8,0,27.1,0,34.9,0,43.5,0,0.0
48,1,5,90,0,Not Available,00:26.665,0,00:34.657,0,00:43.492,0,116.1,10:29.6,10:29.6,00:26.7,00:34.7,00:43.5,EMORT,00:00.00,0.0,ROKo,245.27729934550464,Location 2,Free Practice 1,0,26.665,0,34.657,0,43.492,10,29.6,10,29.6,0,26.7,0,34.7,0,43.5,0,0.0
48,1,6,84,0,Not Available,00:26.759,0,00:34.553,0,00:45.035,0,114.4,12:16.0,12:16.0,00:26.8,00:34.6,00:45.0,EMORT,00:00.00,0.0,ROKo,245.27729934550464,Location 2,Free Practice 1,0,26.759,0,34.553,0,45.035,12,16.0,12,16.0,0,26.8,0,34.6,0,45.0,0,0.0
48,1,7,117,0,Not Available,00:26.571,0,00:34.622,0,00:44.114,0,115.5,14:01.3,14:01.3,00:26.6,00:34.6,00:44.1,EMORT,00:00.00,0.0,ROKo,245.27729934550464,Location 2,Free Practice 1,0,26.571,0,34.622,0,44.114,14,1.3,14,1.3,0,26.6,0,34.6,0,44.1,0,0.0
48,1,8,101,0,Not Available,00:31.795,0,00:40.264,0,00:56.262,0,94.8,16:09.6,16:09.6,00:31.8,00:40.3,00:56.3,EMORT,00:00.00,0.0,ROKo,245.27729934550464,Location 2,Free Practice 1,0,31.795,0,40.264,0,56.262,16,9.6,16,9.6,0,31.8,0,40.3,0,56.3,0,0.0
48,1,9,72,0,Not Available,00:26.507,0,00:34.12,0,00:42.857,0,117.6,17:53.1,17:53.1,00:26.5,00:34.1,00:42.9,EMORT,00:00.00,0.0,ROKo,245.27729934550464,Location 2,Free Practice 1,0,26.507,0,34.12,0,42.857,17,53.1,17,53.1,0,26.5,0,34.1,0,42.9,0,0.0
48,1,10,84,0,Not Available,00:29.235,0,00:39.449,0,00:51.187,0,101.5,19:53.0,19:53.0,00:29.2,00:39.4,00:51.2,EMORT,00:00.00,0.0,ROKo,245.27729934550464,Location 2,Free Practice 1,0,29.235,0,39.449,0,51.187,19,53.0,19,53.0,0,29.2,0,39.4,0,51.2,0,0.0
48,1,11,89,0,Not Available,00:26.146,0,00:33.71,0,00:42.474,0,118.9,21:35.3,21:35.3,00:26.1,00:33.7,00:42.5,EMORT,00:00.00,0.0,ROKo,245.27729934550464,Location 2,Free Practice 1,0,26.146,0,33.71,0,42.474,21,35.3,21,35.3,0,26.1,0,33.7,0,42.5,0,0.0
48,1,12,90,0,Not Available,00:30.813,0,00:39.598,0,00:48.764,0,102.1,23:34.5,23:34.5,00:30.8,00:39.6,00:48.8,EMORT,00:00.00,0.0,ROKo,245.27729934550464,Location 2,Free Practice 1,0,30.813,0,39.598,0,48.764,23,34.5,23,34.5,0,30.8,0,39.6,0,48.8,0,0.0
48,1,13,156,0,Not Available,00:26.146,0,00:33.868,0,00:42.468,0,118.7,25:16.9,25:16.9,00:26.1,00:33.9,00:42.5,EMORT,00:00.00,0.0,ROKo,245.27729934550464,Location 2,Free Practice 1,0,26.146,0,33.868,0,42.468,25,16.9,25,16.9,0,26.1,0,33.9,0,42.5,0,0.0
48,1,14,104,0,B,00:28.205,0,00:36.229,0,00:49.937,0,106.4,27:11.3,27:11.3,00:28.2,00:36.2,00:49.9,EMORT,00:00.00,0.0,ROKo,245.27729934550464,Location 2,Free Practice 1,0,28.205,0,36.229,0,49.937,27,11.3,27,11.3,0,28.2,0,36.2,0,49.9,0,0.0
48,1,15,117,0,Not Available,03:10.2,0,00:39.242,0,00:49.14,0,43.7,31:49.9,31:49.9,03:10.2,00:39.2,00:49.1,EMORT,02:39.1,0.0,ROKo,235.0,Location 2,Free Practice 1,3,10.2,0,39.242,0,49.14,31,49.9,31,49.9,3,10.2,0,39.2,0,49.1,2,39.1
48,1,16,75,2,Not Available,00:25.449,0,00:33.05,2,00:42.242,2,120.8,33:30.7,33:30.7,00:25.4,00:33.0,00:42.2,EMORT,00:00.00,0.0,ROKo,250.0,Location 2,Free Practice 1,0,25.449,0,33.05,0,42.242,33,30.7,33,30.7,0,25.4,0,33.0,0,42.2,0,0.0
48,1,17,73,0,B,00:27.268,0,00:35.467,0,00:59.508,0,99.5,35:32.9,35:32.9,00:27.3,00:35.5,00:59.5,EMORT,00:00.00,0.0,ROKo,235.0,Location 2,Free Practice 1,0,27.268,0,35.467,0,59.508,35,32.9,35,32.9,0,27.3,0,35.5,0,59.5,0,0.0
48,1,18,74,0,Not Available,04:51.7,0,00:38.934,0,00:47.868,0,32.1,41:51.4,41:51.4,04:51.7,00:38.9,00:47.9,EMORT,04:19.7,0.0,ROKo,245.27729934550464,Location 2,Free Practice 1,4,51.7,0,38.934,0,47.868,41,51.4,41,51.4,4,51.7,0,38.9,0,47.9,4,19.7
48,1,19,136,0,Not Available,00:28.057,0,00:35.956,0,00:45.316,0,111.3,43:40.8,43:40.8,00:28.1,00:36.0,00:45.3,EMORT,00:00.00,0.0,ROKo,250.0,Location 2,Free Practice 1,0,28.057,0,35.956,0,45.316,43,40.8,43,40.8,0,28.1,0,36.0,0,45.3,0,0.0
48,1,20,88,0,Not Available,00:24.935,2,00:33.143,0,00:44.679,0,118.4,45:23.5,45:23.5,00:24.9,00:33.1,00:44.7,EMORT,00:00.00,0.0,ROKo,250.0,Location 2,Free Practice 1,0,24.935,0,33.143,0,44.679,45,23.5,45,23.5,0,24.9,0,33.1,0,44.7,0,0.0
5,1,1,72,0,Not Available,00:55.033,0,00:40.353,0,00:50.016,0,83.7,02:25.4,02:25.4,00:55.0,00:40.4,00:50.0,SVANDOO,00:21.2,0.0,Ml,245.27729934550464,Location 2,Free Practice 1,0,55.033,0,40.353,0,50.016,2,25.4,2,25.4,0,55.0,0,40.4,0,50.0,0,21.2
5,1,2,81,0,Not Available,00:27.782,0,00:36.238,0,00:46.682,0,109.9,04:16.1,04:16.1,00:27.8,00:36.2,00:46.7,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 2,Free Practice 1,0,27.782,0,36.238,0,46.682,4,16.1,4,16.1,0,27.8,0,36.2,0,46.7,0,0.0
5,1,3,106,0,Not Available,01:02.1,0,00:35.979,0,00:48.804,0,82.8,06:43.0,06:43.0,01:02.1,00:36.0,00:48.8,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 2,Free Practice 1,1,2.1,0,35.979,0,48.804,6,43.0,6,43.0,1,2.1,0,36.0,0,48.8,0,0.0
5,1,4,113,0,Not Available,00:27.246,0,00:34.963,0,00:43.657,0,114.9,08:28.9,08:28.9,00:27.2,00:35.0,00:43.7,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 2,Free Practice 1,0,27.246,0,34.963,0,43.657,8,28.9,8,28.9,0,27.2,0,35.0,0,43.7,0,0.0
5,1,5,70,0,Not Available,00:27.099,0,00:34.761,0,00:43.906,0,115.0,10:14.6,10:14.6,00:27.1,00:34.8,00:43.9,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 2,Free Practice 1,0,27.099,0,34.761,0,43.906,10,14.6,10,14.6,0,27.1,0,34.8,0,43.9,0,0.0
5,1,6,162,0,Not Available,00:26.954,0,00:34.715,0,00:47.789,0,111.2,12:04.1,12:04.1,00:27.0,00:34.7,00:47.8,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 2,Free Practice 1,0,26.954,0,34.715,0,47.789,12,4.1,12,4.1,0,27.0,0,34.7,0,47.8,0,0.0
5,1,7,85,0,Not Available,00:26.814,0,00:34.609,0,00:43.5,0,116.0,13:49.0,13:49.0,00:26.8,00:34.6,00:43.5,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 2,Free Practice 1,0,26.814,0,34.609,0,43.5,13,49.0,13,49.0,0,26.8,0,34.6,0,43.5,0,0.0
5,1,8,89,0,Not Available,00:26.878,0,00:34.657,0,00:44.104,0,115.2,15:34.6,15:34.6,00:26.9,00:34.7,00:44.1,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 2,Free Practice 1,0,26.878,0,34.657,0,44.104,15,34.6,15,34.6,0,26.9,0,34.7,0,44.1,0,0.0
5,1,9,88,0,B,00:27.184,0,00:34.782,0,00:51.399,0,107.3,17:28.0,17:28.0,00:27.2,00:34.8,00:51.4,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 2,Free Practice 1,0,27.184,0,34.782,0,51.399,17,28.0,17,28.0,0,27.2,0,34.8,0,51.4,0,0.0
5,1,10,138,0,Not Available,07:24.1,0,00:39.68,0,00:45.819,0,23.0,26:17.6,26:17.6,07:24.1,00:39.7,00:45.8,SVANDOO,06:51.9,0.0,Ml,245.27729934550464,Location 2,Free Practice 1,7,24.1,0,39.68,0,45.819,26,17.6,26,17.6,7,24.1,0,39.7,0,45.8,6,51.9
5,1,11,80,0,Not Available,00:26.26,0,00:35.333,0,00:53.384,0,105.8,28:12.6,28:12.6,00:26.3,00:35.3,00:53.4,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 2,Free Practice 1,0,26.26,0,35.333,0,53.384,28,12.6,28,12.6,0,26.3,0,35.3,0,53.4,0,0.0
5,1,12,175,0,Not Available,00:26.157,0,00:33.745,0,00:42.643,0,118.7,29:55.1,29:55.1,00:26.2,00:33.7,00:42.6,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 2,Free Practice 1,0,26.157,0,33.745,0,42.643,29,55.1,29,55.1,0,26.2,0,33.7,0,42.6,0,0.0
5,1,13,70,0,Not Available,00:32.972,0,00:43.854,0,01:00.3,0,88.7,32:12.3,32:12.3,00:33.0,00:43.9,01:00.3,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 2,Free Practice 1,0,32.972,0,43.854,1,0.3,32,12.3,32,12.3,0,33.0,0,43.9,1,0.3,0,0.0
5,1,14,98,0,Not Available,00:25.995,0,00:37.726,0,00:50.476,0,106.6,34:06.5,34:06.5,00:26.0,00:37.7,00:50.5,SVANDOO,00:00.00,0.0,Ml,235.0,Location 2,Free Practice 1,0,25.995,0,37.726,0,50.476,34,6.5,34,6.5,0,26.0,0,37.7,0,50.5,0,0.0
5,1,15,97,0,B,00:25.356,0,00:32.888,0,01:24.0,0,85.5,36:28.8,36:28.8,00:25.4,00:32.9,01:24.0,SVANDOO,00:00.00,0.0,Ml,235.0,Location 2,Free Practice 1,0,25.356,0,32.888,1,24.0,36,28.8,36,28.8,0,25.4,0,32.9,1,24.0,0,0.0
5,1,16,103,0,Not Available,03:38.9,0,00:37.449,0,00:49.164,0,39.8,41:34.2,41:34.2,03:38.9,00:37.4,00:49.2,SVANDOO,03:08.1,0.0,Ml,250.0,Location 2,Free Practice 1,3,38.9,0,37.449,0,49.164,41,34.2,41,34.2,3,38.9,0,37.4,0,49.2,3,8.1
5,1,17,84,2,Not Available,00:25.018,2,00:32.432,2,00:41.397,2,123.1,43:13.1,43:13.1,00:25.0,00:32.4,00:41.4,SVANDOO,00:00.00,0.0,Ml,250.0,Location 2,Free Practice 1,0,25.018,0,32.432,0,41.397,43,13.1,43,13.1,0,25.0,0,32.4,0,41.4,0,0.0
5,1,18,89,0,Not Available,00:29.304,0,00:39.337,0,00:51.244,0,101.5,45:13.0,45:13.0,00:29.3,00:39.3,00:51.2,SVANDOO,00:00.00,0.0,Ml,245.27729934550464,Location 2,Free Practice 1,0,29.304,0,39.337,0,51.244,45,13.0,45,13.0,0,29.3,0,39.3,0,51.2,0,0.0
6,1,1,106,0,Not Available,01:21.2,0,00:41.441,0,00:53.008,0,69.3,02:55.6,02:55.6,01:21.2,00:41.4,00:53.0,NL,00:45.5,0.0,DRAGONÃ,245.27729934550464,Location 2,Free Practice 1,1,21.2,0,41.441,0,53.008,2,55.6,2,55.6,1,21.2,0,41.4,0,53.0,0,45.5
6,1,2,101,0,Not Available,00:27.911,0,00:36.497,0,01:13.9,0,88.0,05:13.9,05:13.9,00:27.9,00:36.5,01:13.9,NL,00:00.00,0.0,DRAGONÃ,245.27729934550464,Location 2,Free Practice 1,0,27.911,0,36.497,1,13.9,5,13.9,5,13.9,0,27.9,0,36.5,1,13.9,0,0.0
6,1,3,87,0,Not Available,00:27.757,0,00:35.463,0,00:50.207,0,107.3,07:07.4,07:07.4,00:27.8,00:35.5,00:50.2,NL,00:00.00,0.0,DRAGONÃ,245.27729934550464,Location 2,Free Practice 1,0,27.757,0,35.463,0,50.207,7,7.4,7,7.4,0,27.8,0,35.5,0,50.2,0,0.0
6,1,4,73,0,Not Available,00:27.026,0,00:35.152,0,00:45.103,0,113.4,08:54.6,08:54.6,00:27.0,00:35.2,00:45.1,NL,00:00.00,0.0,DRAGONÃ,245.27729934550464,Location 2,Free Practice 1,0,27.026,0,35.152,0,45.103,8,54.6,8,54.6,0,27.0,0,35.2,0,45.1,0,0.0
6,1,5,92,0,Not Available,00:27.201,0,00:34.798,0,00:44.57,0,114.2,10:41.2,10:41.2,00:27.2,00:34.8,00:44.6,NL,00:00.00,0.0,DRAGONÃ,245.27729934550464,Location 2,Free Practice 1,0,27.201,0,34.798,0,44.57,10,41.2,10,41.2,0,27.2,0,34.8,0,44.6,0,0.0
6,1,6,101,0,Not Available,00:27.029,0,00:36.336,0,00:45.2,0,112.1,12:29.8,12:29.8,00:27.0,00:36.3,00:45.2,NL,00:00.00,0.0,DRAGONÃ,245.27729934550464,Location 2,Free Practice 1,0,27.029,0,36.336,0,45.2,12,29.8,12,29.8,0,27.0,0,36.3,0,45.2,0,0.0
6,1,7,147,0,Not Available,00:26.955,0,00:34.702,0,00:43.808,0,115.4,14:15.2,14:15.2,00:27.0,00:34.7,00:43.8,NL,00:00.00,0.0,DRAGONÃ,245.27729934550464,Location 2,Free Practice 1,0,26.955,0,34.702,0,43.808,14,15.2,14,15.2,0,27.0,0,34.7,0,43.8,0,0.0
6,1,8,87,0,Not Available,00:26.996,0,00:40.856,0,00:53.415,0,100.3,16:16.5,16:16.5,00:27.0,00:40.9,00:53.4,NL,00:00.00,0.0,DRAGONÃ,245.27729934550464,Location 2,Free Practice 1,0,26.996,0,40.856,0,53.415,16,16.5,16,16.5,0,27.0,0,40.9,0,53.4,0,0.0
6,1,9,112,0,Not Available,00:26.617,0,00:34.649,0,00:43.359,0,116.3,18:01.1,18:01.1,00:26.6,00:34.6,00:43.4,NL,00:00.00,0.0,DRAGONÃ,245.27729934550464,Location 2,Free Practice 1,0,26.617,0,34.649,0,43.359,18,1.1,18,1.1,0,26.6,0,34.6,0,43.4,0,0.0
6,1,10,89,0,Not Available,00:33.369,0,00:41.848,0,00:50.914,0,96.5,20:07.3,20:07.3,00:33.4,00:41.8,00:50.9,NL,00:00.00,0.0,DRAGONÃ,245.27729934550464,Location 2,Free Practice 1,0,33.369,0,41.848,0,50.914,20,7.3,20,7.3,0,33.4,0,41.8,0,50.9,0,0.0
6,1,11,87,0,Not Available,00:26.467,0,00:34.092,0,00:42.8,0,117.7,21:50.6,21:50.6,00:26.5,00:34.1,00:42.8,NL,00:00.00,0.0,DRAGONÃ,245.27729934550464,Location 2,Free Practice 1,0,26.467,0,34.092,0,42.8,21,50.6,21,50.6,0,26.5,0,34.1,0,42.8,0,0.0
6,1,12,111,0,Not Available,00:32.06,0,00:41.233,0,00:53.994,0,95.6,23:57.9,23:57.9,00:32.1,00:41.2,00:54.0,NL,00:00.00,0.0,DRAGONÃ,245.27729934550464,Location 2,Free Practice 1,0,32.06,0,41.233,0,53.994,23,57.9,23,57.9,0,32.1,0,41.2,0,54.0,0,0.0
6,1,13,79,0,B,00:26.184,0,00:33.9,0,00:48.373,0,112.2,25:46.4,25:46.4,00:26.2,00:33.9,00:48.4,NL,00:00.00,0.0,DRAGONÃ,245.27729934550464,Location 2,Free Practice 1,0,26.184,0,33.9,0,48.373,25,46.4,25,46.4,0,26.2,0,33.9,0,48.4,0,0.0
6,1,14,84,0,Not Available,04:14.5,0,00:38.144,0,00:52.562,0,35.3,31:31.5,31:31.5,04:14.5,00:38.1,00:52.6,NL,03:41.5,0.0,DRAGONÃ,235.0,Location 2,Free Practice 1,4,14.5,0,38.144,0,52.562,31,31.5,31,31.5,4,14.5,0,38.1,0,52.6,3,41.5
6,1,15,80,0,Not Available,00:25.838,0,00:33.584,0,00:42.243,0,119.7,33:13.2,33:13.2,00:25.8,00:33.6,00:42.2,NL,00:00.00,0.0,DRAGONÃ,235.0,Location 2,Free Practice 1,0,25.838,0,33.584,0,42.243,33,13.2,33,13.2,0,25.8,0,33.6,0,42.2,0,0.0
6,1,16,99,0,B,00:26.823,0,00:37.584,0,00:56.323,0,100.8,35:13.9,35:13.9,00:26.8,00:37.6,00:56.3,NL,00:00.00,0.0,DRAGONÃ,235.0,Location 2,Free Practice 1,0,26.823,0,37.584,0,56.323,35,13.9,35,13.9,0,26.8,0,37.6,0,56.3,0,0.0
6,1,17,108,0,Not Available,06:24.9,0,00:36.116,0,00:46.092,0,26.0,43:01.1,43:01.1,06:24.9,00:36.1,00:46.1,NL,05:55.8,0.0,DRAGONÃ,250.0,Location 2,Free Practice 1,6,24.9,0,36.116,0,46.092,43,1.1,43,1.1,6,24.9,0,36.1,0,46.1,5,55.8
6,1,18,133,2,Not Available,00:25.284,2,00:32.696,2,00:41.873,2,121.9,44:40.9,44:40.9,00:25.3,00:32.7,00:41.9,NL,00:00.00,0.0,DRAGONÃ,250.0,Location 2,Free Practice 1,0,25.284,0,32.696,0,41.873,44,40.9,44,40.9,0,25.3,0,32.7,0,41.9,0,0.0
6,1,19,81,0,B,00:26.963,0,00:43.526,0,00:57.775,0,94.9,46:49.2,46:49.2,00:27.0,00:43.5,00:57.8,NL,00:00.00,0.0,DRAGONÃ,250.0,Location 2,Free Practice 1,0,26.963,0,43.526,0,57.775,46,49.2,46,49.2,0,27.0,0,43.5,0,57.8,0,0.0
7,1,1,105,0,Not Available,01:30.4,0,00:44.794,0,00:48.783,0,66.1,03:04.0,03:04.0,01:30.4,00:44.8,00:48.8,SM,00:48.5,0.0,DRAGONo,245.27729934550464,Location 2,Free Practice 1,1,30.4,0,44.794,0,48.783,3,4.0,3,4.0,1,30.4,0,44.8,0,48.8,0,48.5
7,1,2,85,0,Not Available,00:28.869,0,00:40.244,0,01:14.1,0,85.0,05:27.2,05:27.2,00:28.9,00:40.2,01:14.1,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 2,Free Practice 1,0,28.869,0,40.244,1,14.1,5,27.2,5,27.2,0,28.9,0,40.2,1,14.1,0,0.0
7,1,3,98,0,Not Available,00:27.886,0,00:35.868,0,00:47.121,0,109.7,07:18.1,07:18.1,00:27.9,00:35.9,00:47.1,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 2,Free Practice 1,0,27.886,0,35.868,0,47.121,7,18.1,7,18.1,0,27.9,0,35.9,0,47.1,0,0.0
7,1,4,108,0,Not Available,00:26.871,0,00:35.148,0,00:45.908,0,112.7,09:06.0,09:06.0,00:26.9,00:35.1,00:45.9,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 2,Free Practice 1,0,26.871,0,35.148,0,45.908,9,6.0,9,6.0,0,26.9,0,35.1,0,45.9,0,0.0
7,1,5,72,0,Not Available,00:27.615,0,00:35.422,0,00:45.254,0,112.4,10:54.3,10:54.3,00:27.6,00:35.4,00:45.3,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 2,Free Practice 1,0,27.615,0,35.422,0,45.254,10,54.3,10,54.3,0,27.6,0,35.4,0,45.3,0,0.0
